"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RP5-1120P11.1",2.56553575305596e-06,2.50976698475637,0.017,0.003,0.10966639130013
"MED1",2.57417480834769e-06,0.572365343524135,0.131,0.07,0.11003567635763
"KARS",2.5758626104596e-06,-0.992210411867116,0.31,0.385,0.110107823146706
"ZNF432",2.5759416098122e-06,1.12310245530177,0.055,0.021,0.110111200053032
"SMIM10L1",2.58982102486095e-06,0.141073874687126,0.343,0.227,0.110704489528706
"SLC37A4",2.61262640318425e-06,0.640588719735896,0.126,0.067,0.111679328230514
"PTTG1IP",2.61709396816554e-06,0.214291892310415,0.65,0.508,0.111870298763204
"ARL14EP",2.62067193757869e-06,0.352200047377289,0.183,0.109,0.112023242643739
"CYREN",2.62768861354537e-06,-2.78142492119822,0.012,0.071,0.11232317747461
"CLPP",2.66230737300813e-06,0.115017605872972,0.49,0.342,0.113802990966606
"GUCY1A3",2.66877020239494e-06,0.533835312141676,0.102,0.05,0.114079251071574
"PPP1R9B",2.68508321355921e-06,0.750338621333239,0.067,0.028,0.114776567046802
"RP11-273B20.1",2.68919253606681e-06,2.39169165395873,0.017,0.003,0.114952224146712
"COX15",2.69752651806483e-06,0.360662765424905,0.14,0.077,0.115308468541199
"COMMD9",2.70559820078919e-06,0.19369457598848,0.24,0.15,0.115653500690935
"APAF1",2.70642031529024e-06,0.901603594115496,0.107,0.055,0.115688642797397
"UHRF1BP1L",2.72589942959505e-06,0.837122290864964,0.117,0.061,0.11652129701747
"FES",2.75358879611617e-06,0.508065133472325,0.071,0.031,0.117704906678782
"RP11-495P10.1",2.76335525956812e-06,2.47931293892209,0.014,0.002,0.118122383925499
"CTC-338M12.5",2.80957643682418e-06,1.73568869639489,0.026,0.007,0.120098154368486
"LINC00271",2.812988174411e-06,2.43731192512696,0.019,0.004,0.120243992503373
"AP5S1",2.81326411296647e-06,0.465258680350992,0.114,0.059,0.120255787772865
"RAB21",2.82238457556888e-06,0.352547054812525,0.2,0.12,0.120645651067267
"AP3M1",2.82533711923008e-06,0.551648740846661,0.174,0.103,0.120771860498609
"ASH1L-AS1",2.82607364709264e-06,1.03651650292453,0.074,0.033,0.120803344118622
"RCN2",2.82725006384275e-06,-0.575564921119234,0.555,0.582,0.120853631229022
"GPATCH2L",2.84538027824192e-06,0.681689563705525,0.195,0.121,0.121628625373729
"SLC9A1",2.85109136282289e-06,0.765403258715597,0.11,0.056,0.121872751395227
"DNM1L",2.8560886489629e-06,0.263825289061109,0.276,0.179,0.122086365388568
"PDE4C",2.86204700994716e-06,2.25833841122154,0.014,0.002,0.122341061487201
"RBM12",2.86526320815357e-06,0.731752163649317,0.136,0.075,0.122478541095732
"FAM95B1",2.87042226543931e-06,1.95040528607447,0.014,0.002,0.122699070158469
"MAP2K1",2.87184361855873e-06,-1.27470121827958,0.167,0.253,0.122759827318912
"LYRM1",2.88666599734311e-06,0.243662030505889,0.269,0.172,0.123393424722428
"PLEKHH1",2.89029892727675e-06,1.48225559986455,0.038,0.012,0.123548717945372
"CXCL6",2.9024658599288e-06,2.40923594249187,0.029,0.008,0.124068805648517
"ORC2",2.91192979276704e-06,0.565746817914073,0.117,0.061,0.12447335092162
"USP12",2.91963690494041e-06,0.709703374055976,0.126,0.068,0.124802799138583
"MTFP1",2.92285511950185e-06,0.435029115266984,0.117,0.06,0.124940364938226
"TMEM256-PLSCR3",2.93139363515979e-06,1.07530309004932,0.038,0.012,0.125305352328541
"SSR1",2.95072806949684e-06,0.267436071748915,0.56,0.419,0.126131822058712
"AC025159.1",2.9560877166464e-06,-2.54109880043854,0.007,0.063,0.126360925535767
"SLC30A1",2.97565374518035e-06,1.03450871995116,0.09,0.043,0.127197294991479
"IRF9",2.98225040555891e-06,0.827351539759165,0.121,0.064,0.127479275836021
"CNTROB",2.98947799755048e-06,0.852639371985532,0.064,0.027,0.127788226483293
"RNF8",2.99355486399016e-06,-1.2817801518507,0.162,0.249,0.127962496216123
"ESRRA",3.01170143421049e-06,-1.66750842934493,0.071,0.15,0.128738189506762
"PGBD2",3.01480775366875e-06,1.15339861942639,0.083,0.039,0.128870972238324
"CASD1",3.02190467307718e-06,0.774281745999811,0.071,0.031,0.129174337155357
"SLC8A2",3.02794623523441e-06,3.24098730683127,0.012,0.002,0.12943258977133
"COG2",3.02896968252101e-06,0.649805844676277,0.136,0.074,0.129476338049043
"RP5-1065J22.8",3.04171052017876e-06,1.33867258925063,0.026,0.007,0.130020957895561
"GPR137",3.0439238290901e-06,0.427613887989129,0.183,0.109,0.130115567998286
"TM4SF1-AS1",3.05123651845046e-06,0.790450675301295,0.207,0.131,0.130428156217683
"TOP2B",3.05226508305748e-06,0.345512128669431,0.21,0.128,0.130472123240375
"C12orf10",3.05393312408426e-06,0.353674282442678,0.3,0.202,0.130543425322106
"EGFLAM",3.05987900416539e-06,1.01037043291794,0.021,0.005,0.130797587912054
"NBPF3",3.07009984302542e-06,1.20264010253555,0.043,0.015,0.131234487889965
"CTD-2555A7.2",3.07513035096738e-06,2.91805609975051,0.012,0.002,0.131449521982452
"RP11-325F22.2",3.08164102858191e-06,2.9641148416118,0.01,0.001,0.131727827407762
"AC114271.2",3.08658800797569e-06,2.22933442747457,0.017,0.003,0.131939290988929
"TCERG1L-AS1",3.09011133703836e-06,2.92191327857195,0.01,0.001,0.132089899213042
"RP11-219A15.1",3.0915252246507e-06,2.6281153967128,0.01,0.001,0.132150337252919
"CDC42EP4",3.09465102993125e-06,0.243798388349362,0.314,0.209,0.132283952925441
"CD58",3.1058737669241e-06,-1.50408572620933,0.143,0.226,0.132763680040938
"CHSY1",3.11299171718118e-06,0.396555075594629,0.155,0.086,0.133067943942627
"DCAKD",3.13567085583713e-06,0.312963233470749,0.167,0.096,0.134037386403614
"AC011632.1",3.13709870574956e-06,3.31428797179754,0.01,0.001,0.134098421275971
"POLD2",3.14619386773176e-06,-0.888979832570747,0.457,0.486,0.134487203070062
"PDCD6",3.14748352531998e-06,-0.40097147702875,0.764,0.737,0.134542330773328
"IQANK1",3.15950310111379e-06,-2.88350123509483,0.007,0.062,0.13505611956021
"GXYLT1",3.16833876682993e-06,0.630286603938604,0.11,0.056,0.135433808926912
"PRRT1",3.1688350298134e-06,1.39376510733089,0.05,0.019,0.135455022184403
"MSTO1",3.18319997377007e-06,0.618018155404265,0.126,0.067,0.136069066078775
"CPSF7",3.19045185929009e-06,0.594366053673319,0.198,0.121,0.136379055177214
"RP11-206L10.9",3.20813076127159e-06,1.56497406469565,0.036,0.011,0.137134757521315
"STX16",3.2130559517443e-06,0.354406316537615,0.25,0.159,0.137345289713262
